Age,Attrition,BusinessTravel,DailyRate,i,Education,EducationField,Gender,HourlyRate,JobLevel,]=,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
34,No,Travel_Rarely,629,Research & Development,2,Medical,Female,95,1,Research Scientist,2,Single,2311,5711,No,15,3,80,9,3,3,3,2,1
41,Yes,Travel_Rarely,1356,Sales,2,Marketing,Female,70,1,Sales Representative,2,Single,3140,21728,Yes,22,4,80,4,5,2,4,3,0
50,No,Travel_Rarely,328,Research & Development,3,Medical,Male,86,1,Laboratory Technician,3,Married,3690,3425,No,15,3,80,5,2,2,3,2,0
53,No,Travel_Rarely,1084,Research & Development,2,Medical,Female,57,2,Manufacturing Director,1,Divorced,4450,26250,No,11,3,80,5,3,3,4,2,1
33,No,Travel_Rarely,931,Research & Development,3,Medical,Female,72,1,Research Scientist,2,Married,2756,4673,No,13,3,80,8,5,3,8,7,1
40,No,Travel_Rarely,989,Research & Development,1,Medical,Female,46,5,Manager,3,Married,19033,6499,No,14,3,80,21,2,3,20,8,9
55,No,Travel_Rarely,692,Research & Development,4,Medical,Male,61,5,Research Director,2,Single,18722,13339,No,11,3,80,36,3,3,24,15,2
34,No,Travel_Frequently,1069,Research & Development,1,Life Sciences,Male,45,2,Manufacturing Director,3,Married,9547,14074,No,17,3,80,10,2,2,10,9,1
51,No,Travel_Rarely,313,Research & Development,3,Medical,Female,98,4,Healthcare Representative,2,Single,13734,7192,No,18,3,80,21,6,3,7,7,1
52,No,Travel_Rarely,699,Research & Development,4,Life Sciences,Male,65,5,Manager,3,Married,19999,5678,No,14,3,80,34,5,3,33,18,11
27,No,Travel_Rarely,894,Research & Development,3,Medical,Female,99,1,Research Scientist,2,Single,2279,11781,No,16,3,80,7,2,2,7,7,0
35,Yes,Travel_Rarely,556,Research & Development,2,Life Sciences,Male,50,2,Manufacturing Director,3,Married,5916,15497,Yes,13,3,80,8,1,3,1,0,0
43,No,Non-Travel,1344,Research & Development,3,Medical,Male,37,1,Research Scientist,4,Divorced,2089,5228,No,14,3,80,7,3,4,5,4,2
45,No,Non-Travel,1195,Research & Development,2,Medical,Male,65,4,Manager,4,Married,16792,20462,No,23,4,80,22,1,3,20,8,11
37,No,Travel_Rarely,290,Research & Development,3,Life Sciences,Male,65,1,Research Scientist,1,Married,3564,22977,Yes,12,3,80,8,3,2,8,7,1
35,No,Travel_Frequently,138,Research & Development,3,Medical,Female,37,2,Laboratory Technician,2,Single,4425,15986,No,11,3,80,10,5,3,6,2,1
42,No,Non-Travel,926,Research & Development,2,Medical,Female,36,2,Manufacturing Director,3,Divorced,5265,16439,No,16,3,80,11,5,3,5,3,0
38,No,Travel_Rarely,1261,Research & Development,4,Life Sciences,Male,88,2,Manufacturing Director,3,Married,6553,7259,No,14,3,80,14,3,3,1,0,0
38,No,Travel_Rarely,1084,Research & Development,3,Technical Degree,Male,54,2,Manufacturing Director,4,Married,6261,4185,No,18,3,80,9,3,1,7,7,1
27,No,Travel_Frequently,472,Research & Development,1,Technical Degree,Male,60,2,Manufacturing Director,1,Married,4298,9679,No,19,3,80,6,1,3,2,2,2
49,No,Non-Travel,1002,Research & Development,4,Life Sciences,Male,92,2,Manufacturing Director,4,Divorced,6804,23793,Yes,15,3,80,7,0,3,7,7,1
34,No,Travel_Frequently,878,Research & Development,4,Medical,Male,43,1,Research Scientist,3,Divorced,3815,5972,Yes,17,3,80,5,4,4,5,3,2
40,No,Travel_Rarely,905,Research & Development,2,Medical,Male,99,2,Laboratory Technician,4,Married,2741,16523,Yes,15,3,80,15,2,4,7,2,3
38,Yes,Travel_Rarely,1180,Research & Development,1,Medical,Male,70,2,Healthcare Representative,1,Married,6673,11354,Yes,19,3,80,17,2,3,1,0,0
29,Yes,Travel_Rarely,121,Sales,3,Marketing,Female,35,3,Sales Executive,4,Married,7639,24525,No,22,4,80,10,3,2,10,4,1
22,No,Travel_Rarely,1136,Research & Development,3,Life Sciences,Male,60,1,Research Scientist,2,Divorced,2328,12392,Yes,16,3,80,4,2,2,4,2,2
36,No,Travel_Frequently,635,Research & Development,1,Medical,Female,73,1,Laboratory Technician,4,Single,2153,7703,No,13,3,80,8,2,3,8,1,1
40,No,Non-Travel,1151,Research & Development,5,Life Sciences,Male,63,2,Healthcare Representative,4,Married,4876,14242,No,14,3,80,5,5,1,3,2,0
46,No,Travel_Rarely,644,Research & Development,4,Medical,Male,97,3,Healthcare Representative,1,Divorced,9396,12368,No,16,3,80,17,3,3,4,2,0
32,Yes,Travel_Rarely,1045,Sales,4,Medical,Male,32,3,Sales Executive,4,Married,10400,25812,No,11,3,80,14,2,2,14,8,9
30,No,Non-Travel,829,Research & Development,1,Life Sciences,Male,88,3,Manufacturing Director,3,Single,8474,20925,No,22,4,80,12,2,3,11,8,5
27,No,Travel_Frequently,1242,Sales,3,Life Sciences,Female,90,2,Sales Executive,3,Single,9981,12916,No,14,3,80,7,2,3,7,7,0
51,No,Travel_Rarely,1469,Research & Development,4,Life Sciences,Male,81,3,Research Director,2,Married,12490,15736,No,16,3,80,16,5,1,10,9,4
30,Yes,Travel_Rarely,1005,Research & Development,3,Technical Degree,Female,88,1,Research Scientist,1,Single,2657,8556,Yes,11,3,80,8,5,3,5,2,0
41,No,Travel_Rarely,896,Sales,3,Life Sciences,Female,75,3,Manager,4,Single,13591,14674,Yes,18,3,80,16,3,3,1,0,0
30,Yes,Travel_Frequently,334,Sales,4,Marketing,Female,52,2,Sales Executive,1,Single,6696,22967,No,15,3,80,9,5,2,6,3,0
29,Yes,Travel_Rarely,992,Research & Development,3,Technical Degree,Male,85,1,Research Scientist,3,Single,2058,19757,No,14,3,80,7,1,2,6,2,1
45,No,Non-Travel,1052,Sales,3,Medical,Female,57,3,Sales Executive,4,Single,8865,16840,No,12,3,80,23,2,3,19,7,12
54,No,Travel_Rarely,1147,Sales,3,Marketing,Female,52,2,Sales Executive,1,Married,5940,17011,No,14,3,80,16,4,3,6,2,0
36,No,Travel_Rarely,1396,Research & Development,2,Life Sciences,Male,62,2,Laboratory Technician,2,Single,5914,9945,No,16,3,80,16,3,4,13,11,3
33,No,Travel_Rarely,147,Research & Development,4,Medical,Female,47,1,Research Scientist,2,Married,2622,13248,No,21,4,80,7,3,3,3,2,1
37,No,Travel_Frequently,663,Research & Development,3,Other,Male,47,3,Research Director,4,Divorced,12185,10056,Yes,14,3,80,10,1,3,10,8,0
38,No,Travel_Rarely,119,Sales,3,Life Sciences,Male,76,3,Sales Executive,3,Divorced,10609,9647,No,12,3,80,17,6,2,16,10,5
31,No,Non-Travel,979,Research & Development,4,Medical,Male,90,2,Manufacturing Director,3,Married,4345,4381,No,12,3,80,6,2,3,5,4,1
59,No,Travel_Rarely,142,Research & Development,3,Life Sciences,Male,70,1,Research Scientist,4,Married,2177,8456,No,17,3,80,7,6,3,1,0,0
37,No,Travel_Frequently,319,Sales,4,Marketing,Male,41,1,Sales Representative,4,Divorced,2793,2539,No,17,3,80,13,2,3,9,8,5
29,No,Travel_Frequently,1413,Sales,1,Medical,Female,42,3,Sales Executive,4,Married,7918,6599,No,14,3,80,11,5,3,11,10,4
35,No,Travel_Frequently,944,Sales,3,Marketing,Female,92,3,Sales Executive,3,Single,8789,9096,No,14,3,80,10,3,4,10,7,0
29,Yes,Travel_Rarely,896,Research & Development,1,Medical,Male,86,1,Research Scientist,4,Single,2389,14961,Yes,13,3,80,4,3,2,4,3,0
52,No,Travel_Rarely,1323,Research & Development,3,Life Sciences,Female,89,1,Laboratory Technician,4,Single,3212,3300,No,15,3,80,6,3,2,2,2,2
42,No,Travel_Rarely,532,Research & Development,2,Technical Degree,Male,58,5,Manager,4,Married,19232,4933,No,11,3,80,22,3,3,22,17,11
59,No,Travel_Rarely,818,Human Resources,2,Medical,Male,52,1,Human Resources,3,Married,2267,25657,No,17,3,80,7,2,2,2,2,2
50,No,Travel_Rarely,854,Sales,4,Medical,Female,68,5,Manager,4,Divorced,19517,24118,No,11,3,80,32,3,2,7,0,0
33,Yes,Travel_Rarely,813,Research & Development,3,Medical,Male,58,1,Laboratory Technician,4,Married,2436,22149,Yes,13,3,80,8,2,1,5,4,0
43,No,Travel_Rarely,1034,Sales,3,Marketing,Female,80,4,Manager,4,Married,16064,7744,Yes,22,4,80,22,3,3,17,13,1
33,Yes,Travel_Rarely,465,Research & Development,2,Life Sciences,Female,39,1,Laboratory Technician,1,Married,2707,21509,No,20,4,80,13,3,4,9,7,1
52,No,Non-Travel,771,Sales,4,Life Sciences,Male,79,5,Manager,3,Single,19068,21030,Yes,18,3,80,33,2,4,33,7,15
32,No,Travel_Rarely,1401,Sales,2,Life Sciences,Female,56,1,Sales Representative,2,Married,3931,20990,No,11,3,80,6,5,3,4,3,1
32,Yes,Travel_Rarely,515,Research & Development,3,Life Sciences,Male,62,1,Laboratory Technician,3,Single,3730,9571,Yes,14,3,80,4,2,1,3,2,1
39,No,Travel_Rarely,1431,Research & Development,4,Medical,Female,96,1,Laboratory Technician,3,Divorced,2232,15417,No,14,3,80,7,1,3,3,2,1
32,No,Non-Travel,976,Sales,4,Marketing,Male,100,2,Sales Executive,4,Married,4465,12069,No,18,3,80,4,2,3,3,2,2
41,No,Travel_Rarely,1411,Research & Development,2,Life Sciences,Male,36,2,Research Scientist,1,Divorced,3072,19877,No,16,3,80,17,2,2,1,0,0
40,No,Travel_Rarely,1300,Research & Development,2,Technical Degree,Male,62,2,Research Scientist,4,Divorced,3319,24447,No,17,3,80,9,3,3,9,8,4
45,No,Travel_Rarely,252,Research & Development,3,Other,Male,70,5,Manager,4,Married,19202,15970,No,11,3,80,25,2,3,24,0,1
31,No,Travel_Frequently,1327,Research & Development,4,Medical,Male,73,3,Research Director,3,Divorced,13675,13523,No,12,3,80,9,3,3,2,2,2
33,No,Travel_Rarely,832,Research & Development,4,Life Sciences,Female,63,1,Research Scientist,4,Married,2911,14776,No,13,3,80,2,2,2,2,2,0
34,No,Travel_Rarely,470,Research & Development,4,Life Sciences,Male,84,2,Manufacturing Director,1,Married,5957,23687,No,13,3,80,13,3,3,11,9,5
37,No,Travel_Rarely,1017,Research & Development,2,Medical,Female,83,1,Research Scientist,1,Married,3920,18697,No,14,3,80,17,2,2,3,1,0
45,No,Travel_Frequently,1199,Research & Development,4,Life Sciences,Male,77,2,Manufacturing Director,3,Married,6434,5118,No,17,3,80,9,1,3,3,2,0
37,Yes,Travel_Frequently,504,Research & Development,3,Medical,Male,61,3,Manufacturing Director,3,Divorced,10048,22573,No,11,3,80,17,5,3,1,0,0
39,No,Travel_Frequently,505,Research & Development,4,Technical Degree,Female,64,3,Healthcare Representative,3,Single,10938,6420,No,25,4,80,20,1,3,19,6,11
29,No,Travel_Rarely,665,Research & Development,3,Life Sciences,Male,60,1,Research Scientist,4,Single,2340,22673,No,19,3,80,6,1,3,6,5,1
42,No,Travel_Rarely,916,Research & Development,2,Life Sciences,Female,82,2,Research Scientist,1,Single,6545,23016,Yes,13,3,80,10,1,3,3,2,0
29,No,Travel_Rarely,1247,Sales,2,Marketing,Male,45,2,Sales Executive,4,Divorced,6931,10732,No,14,3,80,10,2,3,3,2,0
25,No,Travel_Rarely,685,Research & Development,3,Life Sciences,Female,62,2,Manufacturing Director,3,Married,4898,7505,No,12,3,80,5,3,3,4,2,1
42,No,Travel_Rarely,269,Research & Development,3,Medical,Female,56,1,Laboratory Technician,1,Divorced,2593,8007,Yes,11,3,80,10,4,3,9,6,7
40,No,Travel_Rarely,1416,Research & Development,2,Medical,Male,49,5,Research Director,3,Divorced,19436,5949,No,19,3,80,22,5,3,21,7,3
51,No,Travel_Rarely,833,Research & Development,3,Life Sciences,Male,96,1,Research Scientist,4,Married,2723,23231,No,11,3,80,1,0,2,1,0,0
31,Yes,Travel_Frequently,307,Research & Development,2,Medical,Male,71,1,Laboratory Technician,2,Single,3479,11652,No,11,3,80,6,2,4,5,4,1
32,No,Travel_Frequently,1311,Research & Development,3,Life Sciences,Male,100,1,Laboratory Technician,2,Married,2794,26062,No,20,4,80,5,3,1,5,1,0
38,No,Non-Travel,1327,Sales,2,Life Sciences,Male,39,2,Sales Executive,4,Married,5249,19682,No,18,3,80,13,0,3,8,7,7
32,No,Travel_Rarely,128,Research & Development,1,Technical Degree,Male,84,2,Laboratory Technician,1,Single,2176,19737,No,13,3,80,9,5,3,6,2,0
46,No,Travel_Rarely,488,Sales,3,Technical Degree,Female,75,4,Manager,2,Married,16872,14977,Yes,12,3,80,28,2,2,7,7,7
28,Yes,Travel_Rarely,529,Research & Development,4,Life Sciences,Male,79,1,Laboratory Technician,3,Single,3485,14935,No,11,3,80,5,5,1,0,0,0
29,No,Travel_Rarely,1210,Sales,3,Medical,Male,78,2,Sales Executive,2,Married,6644,3687,No,19,3,80,10,2,3,0,0,0
31,No,Travel_Rarely,1463,Research & Development,3,Medical,Male,64,2,Healthcare Representative,4,Married,5582,14408,No,21,4,80,10,2,3,9,0,7
25,No,Non-Travel,675,Research & Development,2,Life Sciences,Male,85,2,Healthcare Representative,1,Divorced,4000,18384,No,12,3,80,6,2,3,6,3,1
45,No,Travel_Rarely,1385,Research & Development,2,Medical,Male,79,4,Healthcare Representative,4,Married,13496,7501,Yes,14,3,80,21,2,3,20,7,4
36,No,Travel_Rarely,1403,Research & Development,3,Life Sciences,Male,47,1,Laboratory Technician,4,Married,3210,20251,No,11,3,80,16,4,3,15,13,10
55,No,Travel_Rarely,452,Research & Development,3,Medical,Male,81,5,Manager,1,Single,19045,18938,Yes,14,3,80,37,2,3,36,10,4
47,Yes,Non-Travel,666,Research & Development,4,Life Sciences,Male,88,3,Manager,2,Married,11849,10268,Yes,12,3,80,10,2,2,10,7,9
28,No,Travel_Rarely,1158,Research & Development,3,Medical,Male,94,1,Research Scientist,4,Married,2070,2613,No,23,4,80,5,3,2,5,2,0
37,No,Travel_Rarely,228,Sales,4,Medical,Male,98,2,Sales Executive,4,Married,6502,22825,No,14,3,80,7,5,4,5,4,0
21,No,Travel_Rarely,996,Research & Development,2,Medical,Male,100,1,Research Scientist,3,Single,3230,10531,No,17,3,80,3,4,4,3,2,1
37,No,Non-Travel,728,Research & Development,4,Medical,Female,80,3,Research Director,4,Divorced,13603,11677,Yes,18,3,80,15,2,3,5,2,0
35,No,Travel_Rarely,1315,Research & Development,3,Life Sciences,Female,71,3,Manager,2,Divorced,11996,19100,No,18,3,80,10,6,2,7,7,6
38,No,Travel_Rarely,322,Sales,2,Medical,Female,44,2,Sales Executive,1,Divorced,5605,19191,Yes,24,4,80,8,3,3,8,0,7
26,No,Travel_Frequently,1479,Research & Development,3,Life Sciences,Female,84,2,Manufacturing Director,2,Divorced,6397,26767,No,20,4,80,6,6,1,6,5,1
50,No,Travel_Rarely,797,Research & Development,1,Life Sciences,Male,96,5,Research Director,2,Divorced,19144,15815,No,14,3,80,28,4,2,10,4,1
53,No,Travel_Rarely,1070,Research & Development,4,Medical,Male,45,4,Research Director,3,Married,17584,21016,Yes,16,3,80,21,5,2,5,3,1
42,No,Travel_Rarely,635,Sales,1,Life Sciences,Male,99,2,Sales Executive,3,Married,4907,24532,No,25,4,80,20,3,3,20,16,11
29,No,Travel_Frequently,442,Sales,2,Life Sciences,Male,44,2,Sales Executive,4,Single,4554,20260,No,18,3,80,10,3,2,10,7,0
55,No,Travel_Rarely,147,Research & Development,2,Technical Degree,Male,37,2,Laboratory Technician,4,Married,5415,15972,Yes,19,3,80,12,4,3,10,7,0
26,No,Travel_Frequently,496,Research & Development,2,Medical,Male,60,2,Healthcare Representative,1,Married,4741,22722,Yes,13,3,80,5,3,3,5,3,3
37,No,Travel_Rarely,1372,Research & Development,3,Life Sciences,Female,42,1,Research Scientist,4,Single,2115,15881,No,12,3,80,17,3,3,17,12,5
44,Yes,Travel_Frequently,920,Research & Development,3,Life Sciences,Male,43,1,Laboratory Technician,3,Divorced,3161,19920,Yes,22,4,80,19,0,1,1,0,0
38,No,Travel_Rarely,688,Research & Development,4,Life Sciences,Male,82,2,Healthcare Representative,4,Divorced,5745,18899,No,14,3,80,10,2,3,2,2,1
26,Yes,Travel_Rarely,1449,Research & Development,4,Medical,Male,45,1,Laboratory Technician,2,Divorced,2373,14180,Yes,13,3,80,5,2,3,3,2,0
28,No,Travel_Rarely,1117,Research & Development,2,Life Sciences,Female,66,1,Research Scientist,4,Single,3310,4488,No,21,4,80,5,3,3,5,3,0
49,No,Travel_Frequently,636,Research & Development,4,Life Sciences,Female,35,5,Research Director,1,Single,18665,25594,Yes,11,3,80,22,4,3,3,2,1
36,No,Travel_Rarely,506,Research & Development,3,Technical Degree,Male,30,2,Research Scientist,2,Single,4485,26285,No,12,3,80,10,2,3,8,0,7
31,No,Travel_Frequently,444,Sales,3,Marketing,Female,84,1,Sales Representative,2,Divorced,2789,3909,No,11,3,80,2,5,2,2,2,2
26,Yes,Travel_Rarely,950,Sales,4,Marketing,Male,48,2,Sales Executive,4,Single,5828,8450,Yes,12,3,80,8,0,3,8,7,7
37,No,Travel_Frequently,889,Research & Development,3,Medical,Male,53,1,Research Scientist,4,Married,2326,11411,Yes,12,3,80,4,3,2,4,2,1
42,No,Travel_Frequently,555,Sales,3,Marketing,Female,77,4,Sales Executive,2,Married,13525,14864,No,14,3,80,23,2,4,20,4,4
18,Yes,Travel_Rarely,230,Research & Development,3,Life Sciences,Male,54,1,Laboratory Technician,3,Single,1420,25233,No,13,3,80,0,2,3,0,0,0
35,No,Travel_Rarely,1232,Sales,3,Marketing,Male,96,3,Sales Executive,2,Married,8020,5100,No,15,3,80,12,3,2,11,9,6
36,No,Travel_Frequently,566,Research & Development,4,Life Sciences,Male,81,1,Laboratory Technician,4,Married,3688,7122,No,18,3,80,4,2,3,1,0,0
51,No,Travel_Rarely,1302,Research & Development,3,Medical,Male,84,2,Manufacturing Director,2,Divorced,5482,16321,No,18,3,80,13,3,3,4,1,1
41,No,Travel_Rarely,334,Sales,4,Life Sciences,Male,88,4,Manager,2,Single,16015,15896,No,19,3,80,22,2,3,22,10,0
18,No,Travel_Rarely,812,Sales,3,Medical,Female,69,1,Sales Representative,3,Single,1200,9724,No,12,3,80,0,2,3,0,0,0
28,No,Travel_Rarely,1476,Research & Development,2,Medical,Male,68,2,Healthcare Representative,1,Single,5661,4824,No,19,3,80,9,2,3,8,3,0
31,No,Travel_Rarely,218,Sales,3,Technical Degree,Male,100,2,Sales Executive,4,Married,6929,12241,No,11,3,80,10,3,2,8,7,7
39,No,Travel_Rarely,1132,Research & Development,3,Medical,Male,48,3,Healthcare Representative,4,Divorced,9613,10942,No,17,3,80,19,5,2,18,10,3
36,No,Non-Travel,1105,Research & Development,4,Life Sciences,Female,47,2,Laboratory Technician,2,Married,5674,6927,No,15,3,80,11,3,3,9,8,0
32,No,Travel_Rarely,906,Sales,3,Life Sciences,Male,91,2,Sales Executive,3,Married,5484,16985,No,14,3,80,13,3,2,13,8,4
38,No,Travel_Rarely,849,Research & Development,2,Life Sciences,Female,81,3,Research Director,2,Married,12061,26707,No,17,3,80,19,2,3,10,8,0
58,No,Non-Travel,390,Research & Development,4,Life Sciences,Male,32,2,Healthcare Representative,3,Divorced,5660,17056,Yes,13,3,80,12,2,3,5,3,1
31,No,Travel_Rarely,691,Research & Development,4,Technical Degree,Male,86,1,Research Scientist,4,Married,4821,10077,Yes,12,3,80,6,4,3,5,2,0
31,No,Travel_Rarely,106,Human Resources,3,Human Resources,Male,62,2,Human Resources,1,Married,6410,17822,No,12,3,80,9,1,3,2,2,1
45,No,Travel_Frequently,1249,Research & Development,3,Life Sciences,Male,97,3,Laboratory Technician,1,Divorced,5210,20308,No,18,3,80,24,2,3,24,9,9
31,No,Travel_Rarely,192,Research & Development,4,Life Sciences,Male,32,1,Research Scientist,4,Divorced,2695,7747,Yes,18,3,80,3,2,1,2,2,2
33,No,Travel_Frequently,553,Research & Development,4,Life Sciences,Female,74,3,Manager,2,Married,11878,23364,No,11,3,80,12,2,3,10,6,8
39,No,Travel_Rarely,117,Research & Development,1,Medical,Male,99,4,Manager,1,Married,17068,5355,Yes,14,3,80,21,3,3,21,9,11
43,No,Travel_Frequently,185,Research & Development,4,Life Sciences,Female,33,1,Laboratory Technician,4,Single,2455,10675,No,19,3,80,9,5,3,8,7,1
49,No,Travel_Rarely,1091,Research & Development,2,Technical Degree,Female,90,4,Healthcare Representative,3,Single,13964,17810,Yes,12,3,80,25,2,3,7,1,0
52,Yes,Travel_Rarely,723,Research & Development,4,Medical,Male,85,2,Research Scientist,2,Married,4941,17747,No,15,3,80,11,3,2,8,2,7
27,No,Travel_Rarely,1220,Research & Development,3,Life Sciences,Female,85,1,Research Scientist,2,Single,2478,20938,Yes,12,3,80,4,2,2,4,3,1
32,No,Travel_Rarely,588,Sales,2,Technical Degree,Female,65,2,Sales Executive,2,Married,5228,24624,Yes,11,3,80,13,2,3,13,12,11
27,No,Travel_Rarely,1377,Sales,3,Life Sciences,Male,74,2,Sales Executive,3,Single,4478,5242,Yes,11,3,80,5,3,3,5,4,0
31,No,Travel_Rarely,691,Sales,3,Marketing,Male,73,2,Sales Executive,4,Divorced,7547,7143,No,12,3,80,13,3,3,7,7,1
32,No,Travel_Rarely,1018,Research & Development,4,Medical,Female,74,2,Research Scientist,4,Single,5055,10557,No,16,3,80,10,0,2,7,7,0
28,Yes,Travel_Rarely,1157,Research & Development,4,Medical,Male,84,1,Research Scientist,4,Married,3464,24737,Yes,13,3,80,5,4,2,3,2,2
30,No,Travel_Rarely,1275,Research & Development,2,Medical,Female,64,2,Research Scientist,4,Married,5775,11934,No,13,3,80,11,2,3,10,8,1
31,No,Travel_Frequently,798,Research & Development,2,Life Sciences,Female,48,3,Manufacturing Director,3,Married,8943,14034,No,24,4,80,10,2,3,10,9,8
39,No,Travel_Frequently,672,Research & Development,2,Medical,Male,54,5,Manager,4,Married,19272,21141,No,15,3,80,21,2,3,21,9,13
39,Yes,Travel_Rarely,1162,Sales,2,Medical,Female,41,2,Sales Executive,3,Married,5238,17778,Yes,18,3,80,12,3,2,1,0,0
33,No,Travel_Frequently,508,Sales,3,Marketing,Male,46,2,Sales Executive,4,Single,4682,4317,No,14,3,80,9,6,2,7,7,0
47,No,Travel_Rarely,1482,Research & Development,5,Life Sciences,Male,42,5,Research Director,3,Married,18300,16375,No,11,3,80,21,2,3,3,2,1
43,No,Travel_Frequently,559,Research & Development,4,Life Sciences,Female,82,2,Laboratory Technician,3,Divorced,5257,6227,No,11,3,80,9,3,4,9,7,0
27,No,Non-Travel,210,Sales,1,Marketing,Male,73,2,Sales Executive,2,Married,6349,22107,Yes,13,3,80,6,0,3,5,4,1
54,No,Travel_Frequently,928,Research & Development,4,Life Sciences,Female,31,2,Research Scientist,3,Single,4869,16885,No,12,3,80,20,4,2,4,3,0
43,No,Travel_Rarely,1001,Research & Development,3,Life Sciences,Female,43,3,Healthcare Representative,1,Married,9985,9262,No,16,3,80,10,1,2,1,0,0
45,No,Travel_Rarely,549,Research & Development,4,Other,Male,75,2,Research Scientist,4,Married,3697,9278,No,14,3,80,12,3,3,10,9,9
40,No,Travel_Rarely,1124,Sales,2,Medical,Male,57,2,Sales Executive,4,Married,7457,13273,Yes,22,4,80,6,2,2,4,3,0
29,Yes,Travel_Rarely,318,Research & Development,4,Other,Male,77,1,Laboratory Technician,1,Married,2119,4759,Yes,11,3,80,7,4,2,7,7,0
